Country	CINC
Bahrain	0.44163783783783783
Qatar	0.5809189189189189
United Arab Emirates	1.5627189189189186
Oman	0.6973459459459461
Afghanistan	1.8386011363636359
Turkmenistan	0.5850294117647058
Tajikistan	0.36891764705882346
Kyrgyzstan	0.3681588235294118
Uzbekistan	2.4286000000000003
Kazakhstan	3.337858823529412
China	130.32473378378376
Mongolia	0.3142310344827585
Taiwan	7.777293220338986
Korea	2.8913999999999995
North Korea	7.783104999999999
South Korea	14.77057457627119
Japan	39.278444366197164
India	55.82427704918032
Bhutan	0.09439999999999998
Pakistan	10.939045901639341
Bangladesh	6.056169444444444
Myanmar	3.6792599999999993
Sri Lanka	1.1589266666666669
Maldives	0.009761395348837206
Nepal	1.0347443181818181
Thailand	3.9940404958677687
Cambodia	1.0944163636363637
Laos	0.5540727272727275
Vietnam	7.395299999999999
Republic of Vietnam	5.667863636363636
Malaysia	2.394864705882353
Singapore	2.2884697674418595
Brunei	0.12884583333333335
Philippines	4.398962903225807
Indonesia	13.08364745762712
East Timor	0.12695
Australia	7.377681818181819
Papua New Guinea	0.20213333333333336
New Zealand	0.7840784090909092
Vanuatu	0.005118888888888889
Solomon Islands	0.011497666666666665
Kiribati	0.0025299999999999997
Tuvalu	0.000260875
Fiji	0.0683842105263158
Tonga	0.0029966666666666666
Nauru	0.0003683333333333333
Marshall Islands	0.0016341176470588234
Palau	0.0006504999999999999
Federated States of Micronesia	0.003488235294117647
Samoa	0.0055299999999999985
